Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Requires Shipping,Variant Taxable,Image Position,Image Alt Text,Gift Card,Variant Weight Unit,Variant SKU,Variant Compare At Price,Variant Barcode,SEO Description,Cost per item,custom_fields[pid],Image Src,Collection
switch-disconnector-with-fuse-63-a-size-1-3-pole-for-lv-hrc-fuse-3kf1306-4lb11,"Switch disconnector with fuse 63 A, Size 1, 3-pole for LV HRC fuse- 3KF1306-4LB11","<meta charset=utf-8><p><strong><span>Product Description:</span></strong></p><p><strong></strong>Switch disconnector with fuse 63 A, Size 1, 3-pole for LV HRC fuse Sz. 000 Side operating mechanism left Basic unit without handle Box terminal 3KF switch disconnector with fuses as main, EMERGENCY STOP or maintenance switch. Depending on their size, 3KF switch disconnectors with fuses enable a rated current between 32 and 800 A to be switched on and off. Furthermore, they fulfill a safety isolation function in all age circuits. 3KF switch disconnectors with fuses are optimized for complex applications in which LV HRC fuses are used. 1. Switch disconnectors with door coupling or direct operating mechanism in five sizes can be used in a variety of applications. 2. Simple retrofitting of functions possible thanks to an extensive range of accessories. 3. Reliable protection against electrical accidents by means of locking functions, touch protection and automatically interlocked fuse cover in the switched-on state. 4. Rugged technology with high short-circuit strength for high system availability. 5. Quick installation on the standard mounting rail with frame sizes up to 80 A. 6. Efficient engineering with extensive CAx data. 7. Reliable protection also for wind power plants up to 690 V + 10%. www.siemens.com/switching-devices. Siemens offers a comprehensive portfolio of protection, switching, measuring and monitoring devices, distribution systems as well as switches and sockets for safe and efficient electrical infrastructure in buildings and industry.</p><p></p><a href=https://cdn.shopify.com/s/files/1/0078/1084/2724/files/3KF13064LB11_datasheet.pdf target=_blank aria-describedby=a11y-new-window-external-message rel=noopener noreferrer>Switch disconnector with fuse 63 A, Size 1, 3-pole for LV HRC fuse Sz. 000 Side operating mechanism left Basic unit without handle Box terminal motor - 3KF1306-4LB11<strong><span></span> Datasheet</strong></a><ul></ul>",Siemens,"Switch disconnector with fuse 63 A, Size 1, 3-pole","Control switch, Fuse switch disconnector, Group switch, Load switch, Main switch, Maintenance switch, Master switch, Motor switch, Off-load switch, On / off switch, Operation switch, Power splitter, Reverser, Rotary toggle, Safety switch, Switch, Switch disconnector, Turn switch",1,Title,Default Title,1596,shopify,45000,continue,manual,197,1,1,1,,0,g,,,,,,3KF1306-4LB11,https://static.siemens.com/mimes/10001000PNG/G_I202_XX_36445P.png,Shop All;Relay & Switch/Fuse
switch-disconnector-with-fuse-63-a-size-1-3-pole-for-lv-hrc-fuse-3kf1306-2lb11,"Switch disconnector with fuse 63 A, Size 1, 3-pole for LV HRC fuse- 3KF1306-2LB11","<meta charset=utf-8><p><strong><span>Product Description:</span></strong></p><p><strong></strong>Switch disconnector with fuse 63 A, Size 1, 3-pole for LV HRC fuse Sz. 000 Front operating mechanism left Complete unit with direct operating mechanism gray Box terminal 3KF switch disconnector with fuses as main, EMERGENCY STOP or maintenance switch. Depending on their size, 3KF switch disconnectors with fuses enable a rated current between 32 and 800 A to be switched on and off. Furthermore, they fulfill a safety isolation function in all age circuits. 3KF switch disconnectors with fuses are optimized for complex applications in which LV HRC fuses are used. 1. Switch disconnectors with door coupling or direct operating mechanism in five sizes can be used in a variety of applications. 2. Simple retrofitting of functions possible thanks to an extensive range of accessories. 3. Reliable protection against electrical accidents by means of locking functions, touch protection and automatically interlocked fuse cover in the switched-on state. 4. Rugged technology with high short-circuit strength for high system availability. 5. Quick installation on the standard mounting rail with frame sizes up to 80 A. 6. Efficient engineering with extensive CAx data. 7. Reliable protection also for wind power plants up to 690 V + 10%. www.siemens.com/switching-devices. Siemens offers a comprehensive portfolio of protection, switching, measuring and monitoring devices, distribution systems as well as switches and sockets for safe and efficient electrical infrastructure in buildings and industry.</p><p></p><a href=https://cdn.shopify.com/s/files/1/0078/1084/2724/files/3KF13062LB11_datasheet.pdf target=_blank aria-describedby=a11y-new-window-external-message rel=noopener noreferrer>Switch disconnector with fuse 63 A, Size 1, 3-pole for LV HRC fuse Sz. 000 Front operating mechanism left Complete unit with direct operating mechanis motor - 3KF1306-2LB11<strong><span></span> Datasheet</strong></a><ul></ul>",Siemens,"Switch disconnector with fuse 63 A, Size 1, 3-pole","Control switch, Fuse switch disconnector, Group switch, Load switch, Main switch, Maintenance switch, Master switch, Motor switch, Off-load switch, On / off switch, Operation switch, Power splitter, Reverser, Rotary toggle, Safety switch, Switch, Switch disconnector, Turn switch",1,Title,Default Title,1682,shopify,45000,continue,manual,237,1,1,1,,0,g,,,,,,3KF1306-2LB11,https://static.siemens.com/mimes/10001000PNG/G_I202_XX_36443P.png,Shop All;Relay & Switch/Fuse
switch-disconnector-with-fuse-63-a-size-1-3-pole-for-lv-hrc-fuse-3kf1306-0mr11,"Switch disconnector with fuse 63 A, Size 1, 3-pole for LV HRC fuse- 3KF1306-0MR11","<meta charset=utf-8><p><strong><span>Product Description:</span></strong></p><p><strong></strong>Switch disconnector with fuse 63 A, Size 1, 3-pole for LV HRC fuse Sz. 000 Front operating mechanism center Basic unit without handle flat terminal on the rear 3KF switch disconnector with fuses as main, EMERGENCY STOP or maintenance switch. Depending on their size, 3KF switch disconnectors with fuses enable a rated current between 32 and 800 A to be switched on and off. Furthermore, they fulfill a safety isolation function in all age circuits. 3KF switch disconnectors with fuses are optimized for complex applications in which LV HRC fuses are used. 1. Switch disconnectors with door coupling or direct operating mechanism in five sizes can be used in a variety of applications. 2. Simple retrofitting of functions possible thanks to an extensive range of accessories. 3. Reliable protection against electrical accidents by means of locking functions, touch protection and automatically interlocked fuse cover in the switched-on state. 4. Rugged technology with high short-circuit strength for high system availability. 5. Quick installation on the standard mounting rail with frame sizes up to 80 A. 6. Efficient engineering with extensive CAx data. 7. Reliable protection also for wind power plants up to 690 V + 10%. www.siemens.com/switching-devices. Siemens offers a comprehensive portfolio of protection, switching, measuring and monitoring devices, distribution systems as well as switches and sockets for safe and efficient electrical infrastructure in buildings and industry.</p><p></p><a href=https://cdn.shopify.com/s/files/1/0078/1084/2724/files/3KF13060MR11_datasheet.pdf target=_blank aria-describedby=a11y-new-window-external-message rel=noopener noreferrer>Switch disconnector with fuse 63 A, Size 1, 3-pole for LV HRC fuse Sz. 000 Front operating mechanism center Basic unit without handle flat terminal on motor - 3KF1306-0MR11<strong><span></span> Datasheet</strong></a><ul></ul>",Siemens,"Switch disconnector with fuse 63 A, Size 1, 3-pole","Control switch, Fuse switch disconnector, Group switch, Load switch, Main switch, Maintenance switch, Master switch, Motor switch, Off-load switch, On / off switch, Operation switch, Power splitter, Reverser, Rotary toggle, Safety switch, Switch, Switch disconnector, Turn switch",1,Title,Default Title,1718,shopify,45000,continue,manual,197,1,1,1,,0,g,,,,,,3KF1306-0MR11,https://static.siemens.com/mimes/10001000PNG/G_I202_XX_36454P.png,Shop All;Relay & Switch/Fuse
switch-disconnector-with-fuse-63-a-size-1-3-pole-for-lv-hrc-fuse-3kf1306-0mb11,"Switch disconnector with fuse 63 A, Size 1, 3-pole for LV HRC fuse- 3KF1306-0MB11","<meta charset=utf-8><p><strong><span>Product Description:</span></strong></p><p><strong></strong>Switch disconnector with fuse 63 A, Size 1, 3-pole for LV HRC fuse Sz. 000 Front operating mechanism center Basic unit without handle Box terminal 3KF switch disconnector with fuses as main, EMERGENCY STOP or maintenance switch. Depending on their size, 3KF switch disconnectors with fuses enable a rated current between 32 and 800 A to be switched on and off. Furthermore, they fulfill a safety isolation function in all age circuits. 3KF switch disconnectors with fuses are optimized for complex applications in which LV HRC fuses are used. 1. Switch disconnectors with door coupling or direct operating mechanism in five sizes can be used in a variety of applications. 2. Simple retrofitting of functions possible thanks to an extensive range of accessories. 3. Reliable protection against electrical accidents by means of locking functions, touch protection and automatically interlocked fuse cover in the switched-on state. 4. Rugged technology with high short-circuit strength for high system availability. 5. Quick installation on the standard mounting rail with frame sizes up to 80 A. 6. Efficient engineering with extensive CAx data. 7. Reliable protection also for wind power plants up to 690 V + 10%. www.siemens.com/switching-devices. Siemens offers a comprehensive portfolio of protection, switching, measuring and monitoring devices, distribution systems as well as switches and sockets for safe and efficient electrical infrastructure in buildings and industry.</p><p></p><a href=https://cdn.shopify.com/s/files/1/0078/1084/2724/files/3KF13060MB11_datasheet.pdf target=_blank aria-describedby=a11y-new-window-external-message rel=noopener noreferrer>Switch disconnector with fuse 63 A, Size 1, 3-pole for LV HRC fuse Sz. 000 Front operating mechanism center Basic unit without handle Box terminal motor - 3KF1306-0MB11<strong><span></span> Datasheet</strong></a><ul></ul>",Siemens,"Switch disconnector with fuse 63 A, Size 1, 3-pole","Control switch, Fuse switch disconnector, Group switch, Load switch, Main switch, Maintenance switch, Master switch, Motor switch, Off-load switch, On / off switch, Operation switch, Power splitter, Reverser, Rotary toggle, Safety switch, Switch, Switch disconnector, Turn switch",1,Title,Default Title,1507,shopify,45000,continue,manual,197,1,1,1,,0,g,,,,,,3KF1306-0MB11,https://static.siemens.com/mimes/10001000PNG/G_I202_XX_36446P.png,Shop All;Relay & Switch/Fuse
switch-disconnector-with-fuse-63-a-size-1-3-pole-for-lv-hrc-fuse-3kf1306-0lb11,"Switch disconnector with fuse 63 A, Size 1, 3-pole for LV HRC fuse- 3KF1306-0LB11","<meta charset=utf-8><p><strong><span>Product Description:</span></strong></p><p><strong></strong>Switch disconnector with fuse 63 A, Size 1, 3-pole for LV HRC fuse Sz. 000 Front operating mechanism left Basic unit without handle Box terminal 3KF switch disconnector with fuses as main, EMERGENCY STOP or maintenance switch. Depending on their size, 3KF switch disconnectors with fuses enable a rated current between 32 and 800 A to be switched on and off. Furthermore, they fulfill a safety isolation function in all age circuits. 3KF switch disconnectors with fuses are optimized for complex applications in which LV HRC fuses are used. 1. Switch disconnectors with door coupling or direct operating mechanism in five sizes can be used in a variety of applications. 2. Simple retrofitting of functions possible thanks to an extensive range of accessories. 3. Reliable protection against electrical accidents by means of locking functions, touch protection and automatically interlocked fuse cover in the switched-on state. 4. Rugged technology with high short-circuit strength for high system availability. 5. Quick installation on the standard mounting rail with frame sizes up to 80 A. 6. Efficient engineering with extensive CAx data. 7. Reliable protection also for wind power plants up to 690 V + 10%. www.siemens.com/switching-devices. Siemens offers a comprehensive portfolio of protection, switching, measuring and monitoring devices, distribution systems as well as switches and sockets for safe and efficient electrical infrastructure in buildings and industry.</p><p></p><a href=https://cdn.shopify.com/s/files/1/0078/1084/2724/files/3KF13060LB11_datasheet.pdf target=_blank aria-describedby=a11y-new-window-external-message rel=noopener noreferrer>Switch disconnector with fuse 63 A, Size 1, 3-pole for LV HRC fuse Sz. 000 Front operating mechanism left Basic unit without handle Box terminal motor - 3KF1306-0LB11<strong><span></span> Datasheet</strong></a><ul></ul>",Siemens,"Switch disconnector with fuse 63 A, Size 1, 3-pole","Control switch, Fuse switch disconnector, Group switch, Load switch, Main switch, Maintenance switch, Master switch, Motor switch, Off-load switch, On / off switch, Operation switch, Power splitter, Reverser, Rotary toggle, Safety switch, Switch, Switch disconnector, Turn switch",1,Title,Default Title,1503,shopify,45000,continue,manual,197,1,1,1,,0,g,,,,,,3KF1306-0LB11,https://static.siemens.com/mimes/10001000PNG/G_I202_XX_36441P.png,Shop All;Relay & Switch/Fuse
switch-disconnector-with-fuse-32-a-size-1-3-pole-for-lv-hrc-fuse-3kf1303-4rb11,"Switch disconnector with fuse 32 A, Size 1, 3-pole for LV HRC fuse- 3KF1303-4RB11","<meta charset=utf-8><p><strong><span>Product Description:</span></strong></p><p><strong></strong>Switch disconnector with fuse 32 A, Size 1, 3-pole for LV HRC fuse Sz. 000 Side operating mechanism right Basic unit without handle Box terminal 3KF switch disconnector with fuses as main, EMERGENCY STOP or maintenance switch. Depending on their size, 3KF switch disconnectors with fuses enable a rated current between 32 and 800 A to be switched on and off. Furthermore, they fulfill a safety isolation function in all age circuits. 3KF switch disconnectors with fuses are optimized for complex applications in which LV HRC fuses are used. 1. Switch disconnectors with door coupling or direct operating mechanism in five sizes can be used in a variety of applications. 2. Simple retrofitting of functions possible thanks to an extensive range of accessories. 3. Reliable protection against electrical accidents by means of locking functions, touch protection and automatically interlocked fuse cover in the switched-on state. 4. Rugged technology with high short-circuit strength for high system availability. 5. Quick installation on the standard mounting rail with frame sizes up to 80 A. 6. Efficient engineering with extensive CAx data. 7. Reliable protection also for wind power plants up to 690 V + 10%. www.siemens.com/switching-devices. Siemens offers a comprehensive portfolio of protection, switching, measuring and monitoring devices, distribution systems as well as switches and sockets for safe and efficient electrical infrastructure in buildings and industry.</p><p></p><a href=https://cdn.shopify.com/s/files/1/0078/1084/2724/files/3KF13034RB11_datasheet.pdf target=_blank aria-describedby=a11y-new-window-external-message rel=noopener noreferrer>Switch disconnector with fuse 32 A, Size 1, 3-pole for LV HRC fuse Sz. 000 Side operating mechanism right Basic unit without handle Box terminal motor - 3KF1303-4RB11<strong><span></span> Datasheet</strong></a><ul></ul>",Siemens,"Switch disconnector with fuse 32 A, Size 1, 3-pole","Control switch, Fuse switch disconnector, Group switch, Load switch, Main switch, Maintenance switch, Master switch, Motor switch, Off-load switch, On / off switch, Operation switch, Power splitter, Reverser, Rotary toggle, Safety switch, Switch, Switch disconnector, Turn switch",1,Title,Default Title,1592,shopify,45000,continue,manual,156,1,1,1,,0,g,,,,,,3KF1303-4RB11,https://static.siemens.com/mimes/10001000PNG/G_I202_XX_36448P.png,Shop All;Relay & Switch/Fuse
switch-disconnector-with-fuse-32-a-size-1-3-pole-for-lv-hrc-fuse-3kf1303-4lb11,"Switch disconnector with fuse 32 A, Size 1, 3-pole for LV HRC fuse- 3KF1303-4LB11","<meta charset=utf-8><p><strong><span>Product Description:</span></strong></p><p><strong></strong>Switch disconnector with fuse 32 A, Size 1, 3-pole for LV HRC fuse Sz. 000 Side operating mechanism left Basic unit without handle Box terminal 3KF switch disconnector with fuses as main, EMERGENCY STOP or maintenance switch. Depending on their size, 3KF switch disconnectors with fuses enable a rated current between 32 and 800 A to be switched on and off. Furthermore, they fulfill a safety isolation function in all age circuits. 3KF switch disconnectors with fuses are optimized for complex applications in which LV HRC fuses are used. 1. Switch disconnectors with door coupling or direct operating mechanism in five sizes can be used in a variety of applications. 2. Simple retrofitting of functions possible thanks to an extensive range of accessories. 3. Reliable protection against electrical accidents by means of locking functions, touch protection and automatically interlocked fuse cover in the switched-on state. 4. Rugged technology with high short-circuit strength for high system availability. 5. Quick installation on the standard mounting rail with frame sizes up to 80 A. 6. Efficient engineering with extensive CAx data. 7. Reliable protection also for wind power plants up to 690 V + 10%. www.siemens.com/switching-devices. Siemens offers a comprehensive portfolio of protection, switching, measuring and monitoring devices, distribution systems as well as switches and sockets for safe and efficient electrical infrastructure in buildings and industry.</p><p></p><a href=https://cdn.shopify.com/s/files/1/0078/1084/2724/files/3KF13034LB11_datasheet.pdf target=_blank aria-describedby=a11y-new-window-external-message rel=noopener noreferrer>Switch disconnector with fuse 32 A, Size 1, 3-pole for LV HRC fuse Sz. 000 Side operating mechanism left Basic unit without handle Box terminal motor - 3KF1303-4LB11<strong><span></span> Datasheet</strong></a><ul></ul>",Siemens,"Switch disconnector with fuse 32 A, Size 1, 3-pole","Control switch, Fuse switch disconnector, Group switch, Load switch, Main switch, Maintenance switch, Master switch, Motor switch, Off-load switch, On / off switch, Operation switch, Power splitter, Reverser, Rotary toggle, Safety switch, Switch, Switch disconnector, Turn switch",1,Title,Default Title,1595,shopify,45000,continue,manual,156,1,1,1,,0,g,,,,,,3KF1303-4LB11,https://static.siemens.com/mimes/10001000PNG/G_I202_XX_36445P.png,Shop All;Relay & Switch/Fuse
switch-disconnector-with-fuse-32-a-size-1-3-pole-for-lv-hrc-fuse-3kf1303-2lb11,"Switch disconnector with fuse 32 A, Size 1, 3-pole for LV HRC fuse- 3KF1303-2LB11","<meta charset=utf-8><p><strong><span>Product Description:</span></strong></p><p><strong></strong>Switch disconnector with fuse 32 A, Size 1, 3-pole for LV HRC fuse Sz. 000 Front operating mechanism left Complete unit with direct operating mechanism gray Box terminal 3KF switch disconnector with fuses as main, EMERGENCY STOP or maintenance switch. Depending on their size, 3KF switch disconnectors with fuses enable a rated current between 32 and 800 A to be switched on and off. Furthermore, they fulfill a safety isolation function in all age circuits. 3KF switch disconnectors with fuses are optimized for complex applications in which LV HRC fuses are used. 1. Switch disconnectors with door coupling or direct operating mechanism in five sizes can be used in a variety of applications. 2. Simple retrofitting of functions possible thanks to an extensive range of accessories. 3. Reliable protection against electrical accidents by means of locking functions, touch protection and automatically interlocked fuse cover in the switched-on state. 4. Rugged technology with high short-circuit strength for high system availability. 5. Quick installation on the standard mounting rail with frame sizes up to 80 A. 6. Efficient engineering with extensive CAx data. 7. Reliable protection also for wind power plants up to 690 V + 10%. www.siemens.com/switching-devices. Siemens offers a comprehensive portfolio of protection, switching, measuring and monitoring devices, distribution systems as well as switches and sockets for safe and efficient electrical infrastructure in buildings and industry.</p><p></p><a href=https://cdn.shopify.com/s/files/1/0078/1084/2724/files/3KF13032LB11_datasheet.pdf target=_blank aria-describedby=a11y-new-window-external-message rel=noopener noreferrer>Switch disconnector with fuse 32 A, Size 1, 3-pole for LV HRC fuse Sz. 000 Front operating mechanism left Complete unit with direct operating mechanis motor - 3KF1303-2LB11<strong><span></span> Datasheet</strong></a><ul></ul>",Siemens,"Switch disconnector with fuse 32 A, Size 1, 3-pole","Control switch, Fuse switch disconnector, Group switch, Load switch, Main switch, Maintenance switch, Master switch, Motor switch, Off-load switch, On / off switch, Operation switch, Power splitter, Reverser, Rotary toggle, Safety switch, Switch, Switch disconnector, Turn switch",1,Title,Default Title,1681,shopify,45000,continue,manual,196,1,1,1,,0,g,,,,,,3KF1303-2LB11,https://static.siemens.com/mimes/10001000PNG/G_I202_XX_36443P.png,Shop All;Relay & Switch/Fuse
switch-disconnector-with-fuse-32-a-size-1-3-pole-for-lv-hrc-fuse-3kf1303-0mr11,"Switch disconnector with fuse 32 A, Size 1, 3-pole for LV HRC fuse- 3KF1303-0MR11","<meta charset=utf-8><p><strong><span>Product Description:</span></strong></p><p><strong></strong>Switch disconnector with fuse 32 A, Size 1, 3-pole for LV HRC fuse Sz. 000 Front operating mechanism center Basic unit without handle flat terminal on the rear 3KF switch disconnector with fuses as main, EMERGENCY STOP or maintenance switch. Depending on their size, 3KF switch disconnectors with fuses enable a rated current between 32 and 800 A to be switched on and off. Furthermore, they fulfill a safety isolation function in all age circuits. 3KF switch disconnectors with fuses are optimized for complex applications in which LV HRC fuses are used. 1. Switch disconnectors with door coupling or direct operating mechanism in five sizes can be used in a variety of applications. 2. Simple retrofitting of functions possible thanks to an extensive range of accessories. 3. Reliable protection against electrical accidents by means of locking functions, touch protection and automatically interlocked fuse cover in the switched-on state. 4. Rugged technology with high short-circuit strength for high system availability. 5. Quick installation on the standard mounting rail with frame sizes up to 80 A. 6. Efficient engineering with extensive CAx data. 7. Reliable protection also for wind power plants up to 690 V + 10%. www.siemens.com/switching-devices. Siemens offers a comprehensive portfolio of protection, switching, measuring and monitoring devices, distribution systems as well as switches and sockets for safe and efficient electrical infrastructure in buildings and industry.</p><p></p><a href=https://cdn.shopify.com/s/files/1/0078/1084/2724/files/3KF13030MR11_datasheet.pdf target=_blank aria-describedby=a11y-new-window-external-message rel=noopener noreferrer>Switch disconnector with fuse 32 A, Size 1, 3-pole for LV HRC fuse Sz. 000 Front operating mechanism center Basic unit without handle flat terminal on motor - 3KF1303-0MR11<strong><span></span> Datasheet</strong></a><ul></ul>",Siemens,"Switch disconnector with fuse 32 A, Size 1, 3-pole","Control switch, Fuse switch disconnector, Group switch, Load switch, Main switch, Maintenance switch, Master switch, Motor switch, Off-load switch, On / off switch, Operation switch, Power splitter, Reverser, Rotary toggle, Safety switch, Switch, Switch disconnector, Turn switch",1,Title,Default Title,1713,shopify,45000,continue,manual,156,1,1,1,,0,g,,,,,,3KF1303-0MR11,https://static.siemens.com/mimes/10001000PNG/G_I202_XX_36454P.png,Shop All;Relay & Switch/Fuse
switch-disconnector-with-fuse-32-a-size-1-3-pole-for-lv-hrc-fuse-3kf1303-0mb11,"Switch disconnector with fuse 32 A, Size 1, 3-pole for LV HRC fuse- 3KF1303-0MB11","<meta charset=utf-8><p><strong><span>Product Description:</span></strong></p><p><strong></strong>Switch disconnector with fuse 32 A, Size 1, 3-pole for LV HRC fuse Sz. 000 Front operating mechanism center Basic unit without handle Box terminal 3KF switch disconnector with fuses as main, EMERGENCY STOP or maintenance switch. Depending on their size, 3KF switch disconnectors with fuses enable a rated current between 32 and 800 A to be switched on and off. Furthermore, they fulfill a safety isolation function in all age circuits. 3KF switch disconnectors with fuses are optimized for complex applications in which LV HRC fuses are used. 1. Switch disconnectors with door coupling or direct operating mechanism in five sizes can be used in a variety of applications. 2. Simple retrofitting of functions possible thanks to an extensive range of accessories. 3. Reliable protection against electrical accidents by means of locking functions, touch protection and automatically interlocked fuse cover in the switched-on state. 4. Rugged technology with high short-circuit strength for high system availability. 5. Quick installation on the standard mounting rail with frame sizes up to 80 A. 6. Efficient engineering with extensive CAx data. 7. Reliable protection also for wind power plants up to 690 V + 10%. www.siemens.com/switching-devices. Siemens offers a comprehensive portfolio of protection, switching, measuring and monitoring devices, distribution systems as well as switches and sockets for safe and efficient electrical infrastructure in buildings and industry.</p><p></p><a href=https://cdn.shopify.com/s/files/1/0078/1084/2724/files/3KF13030MB11_datasheet.pdf target=_blank aria-describedby=a11y-new-window-external-message rel=noopener noreferrer>Switch disconnector with fuse 32 A, Size 1, 3-pole for LV HRC fuse Sz. 000 Front operating mechanism center Basic unit without handle Box terminal motor - 3KF1303-0MB11<strong><span></span> Datasheet</strong></a><ul></ul>",Siemens,"Switch disconnector with fuse 32 A, Size 1, 3-pole","Control switch, Fuse switch disconnector, Group switch, Load switch, Main switch, Maintenance switch, Master switch, Motor switch, Off-load switch, On / off switch, Operation switch, Power splitter, Reverser, Rotary toggle, Safety switch, Switch, Switch disconnector, Turn switch",1,Title,Default Title,1504,shopify,45000,continue,manual,156,1,1,1,,0,g,,,,,,3KF1303-0MB11,https://static.siemens.com/mimes/10001000PNG/G_I202_XX_36446P.png,Shop All;Relay & Switch/Fuse
switch-disconnector-with-fuse-32-a-size-1-3-pole-for-lv-hrc-fuse-3kf1303-0lb11,"Switch disconnector with fuse 32 A, Size 1, 3-pole for LV HRC fuse- 3KF1303-0LB11","<meta charset=utf-8><p><strong><span>Product Description:</span></strong></p><p><strong></strong>Switch disconnector with fuse 32 A, Size 1, 3-pole for LV HRC fuse Sz. 000 Front operating mechanism left Basic unit without handle Box terminal 3KF switch disconnector with fuses as main, EMERGENCY STOP or maintenance switch. Depending on their size, 3KF switch disconnectors with fuses enable a rated current between 32 and 800 A to be switched on and off. Furthermore, they fulfill a safety isolation function in all age circuits. 3KF switch disconnectors with fuses are optimized for complex applications in which LV HRC fuses are used. 1. Switch disconnectors with door coupling or direct operating mechanism in five sizes can be used in a variety of applications. 2. Simple retrofitting of functions possible thanks to an extensive range of accessories. 3. Reliable protection against electrical accidents by means of locking functions, touch protection and automatically interlocked fuse cover in the switched-on state. 4. Rugged technology with high short-circuit strength for high system availability. 5. Quick installation on the standard mounting rail with frame sizes up to 80 A. 6. Efficient engineering with extensive CAx data. 7. Reliable protection also for wind power plants up to 690 V + 10%. www.siemens.com/switching-devices. Siemens offers a comprehensive portfolio of protection, switching, measuring and monitoring devices, distribution systems as well as switches and sockets for safe and efficient electrical infrastructure in buildings and industry.</p><p></p><a href=https://cdn.shopify.com/s/files/1/0078/1084/2724/files/3KF13030LB11_datasheet.pdf target=_blank aria-describedby=a11y-new-window-external-message rel=noopener noreferrer>Switch disconnector with fuse 32 A, Size 1, 3-pole for LV HRC fuse Sz. 000 Front operating mechanism left Basic unit without handle Box terminal motor - 3KF1303-0LB11<strong><span></span> Datasheet</strong></a><ul></ul>",Siemens,"Switch disconnector with fuse 32 A, Size 1, 3-pole","Control switch, Fuse switch disconnector, Group switch, Load switch, Main switch, Maintenance switch, Master switch, Motor switch, Off-load switch, On / off switch, Operation switch, Power splitter, Reverser, Rotary toggle, Safety switch, Switch, Switch disconnector, Turn switch",1,Title,Default Title,1502,shopify,45000,continue,manual,156,1,1,1,,0,g,,,,,,3KF1303-0LB11,https://static.siemens.com/mimes/10001000PNG/G_I202_XX_36441P.png,Shop All;Relay & Switch/Fuse
3kc-transfer-switching-equipment-remote-controlled-rtse-3kc4360-0ja21-0aa3,"3KC transfer switching equipment, remote-controlled, RTSE,- 3KC4360-0JA21-0AA3","<meta charset=utf-8><p><strong><span>Product Description:</span></strong></p><p><strong></strong>SENTRON, transfer switching equipment 3KC, remotely operated, RTSE, 3-pole, Iu: 3200 A, Ue AC: 415 V, Ie at AC-33 B at 415 V: 1250 A, screw mounting, motorized operating mechanism, at the right end, long handle, busbar connection 3KC transfer switching equipment up to 3200 A for permanent power supply. 3KC transfer switching equipment 3KC from SIEMENS stands for high performance, easy installation and reliable operation. In the portfolio, you will find manually operated MTSE, remotely operated RTSE and automatic ATSE transfer switching equipment in a variety of designs for a wide range of switching tasks. 3KC transfer switching equipment is used in power supply networks to transfer loads between a normal and an alternative source. Switching between two loads is also possible. 1. Short switching times for ASTE and RTSE (up to 160 A &lt; 180 ms). 2. Can be used flexibly thanks to a compact design and wide range of accessories. 3. Improved safety during maintenance works thanks to padlock locking. 4. Quick installation on the standard mounting rail with frame sizes up to 160 A. 5. Efficient engineering with extensive CAx data. 6. Simple documentation with the manual configurator. 7. Ideal for a continuous power supply (UPS) e.g. in computer rooms, production lines in continuous operation or large infrastructure such as airports (RTSE and ATSE variants). www.siemens.com/switching-devices. Siemens offers a comprehensive portfolio of protection, switching, measuring and monitoring devices, distribution systems as well as switches and sockets for safe and efficient electrical infrastructure in buildings and industry.</p><p></p><a href=https://cdn.shopify.com/s/files/1/0078/1084/2724/files/3KC43600JA210AA3_datasheet.pdf target=_blank aria-describedby=a11y-new-window-external-message rel=noopener noreferrer>3KC transfer switching equipment, remote-controlled, RTSE, 3-pole, Iu: 3200 A, Ue AC: 415 V, ... motor - 3KC4360-0JA21-0AA3<strong><span></span> Datasheet</strong></a><ul></ul>",Siemens,"SENTRON, transfer switching equipment 3KC, remotel","change-over switch, mains isolator, switch, Switch disconnector, switching device",1,Title,Default Title,75500,shopify,45000,continue,manual,24100,1,1,1,,0,g,,,,,,3KC4360-0JA21-0AA3,https://static.siemens.com/mimes/10001000PNG/G_I202_XX_34829P.png,Shop All;Relay & Switch/Contactor & Relay
